MESE,ANNO,TIPO SOGGETTO,TIPOLOGIA DI RETTIFICA,STATO DI LAVORAZIONE,TOTALE
8,2021,Residenti,RESIDENZA: ESPONENTE1,ACCOLTA,1
8,2021,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,3
8,2021,Residenti,RESIDENZA: INTERNO1,ACCOLTA,5
8,2021,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,1
8,2021,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,1
8,2021,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,1
8,2021,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,1
8,2021,Residenti,RESIDENZA: SCALA,ACCOLTA,1
8,2021,Residenti,RESIDENZA: SPECIE,ACCOLTA,4
8,2021,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,1
8,2021,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,1
8,2021,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,30
8,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,34
8,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,17
8,2021,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,1
8,2021,Residenti,VEDOVANZA: DATAEVENTO,ACCOLTA,1
9,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
9,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
9,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
9,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,1
9,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
9,2021,AIRE,LEGAME PARENTELA,ACCOLTA,1
9,2021,AIRE,LEGAME PARENTELA,RESPINTA,1
9,2021,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,2
9,2021,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,1
9,2021,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,2
9,2021,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,2
9,2021,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,3
9,2021,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,1
9,2021,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,2
9,2021,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,1
9,2021,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,3
9,2021,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,1
9,2021,AIRE,RESIDENZA: CAP,ACCOLTA,1
9,2021,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,4
9,2021,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,2
9,2021,AIRE,RESIDENZA: CIVICO,ACCOLTA,1
9,2021,AIRE,RESIDENZA: COMUNE,ACCOLTA,1
9,2021,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,1
9,2021,AIRE,RESIDENZA: CONSOLATO,IN LAVORAZIONE,1
9,2021,AIRE,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,1
9,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,4
9,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,2
9,2021,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,2
9,2021,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,1
9,2021,AIRE,RESIDENZA: PROVINCIA,ACCOLTA,1
9,2021,AIRE,RESIDENZA: STATOESTERO,ACCOLTA,1
9,2021,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,4
9,2021,AIRE,STATO CIVILE: STATOCIVILE,RESPINTA,1
9,2021,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
9,2021,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,RESPINTA,1
9,2021,Residenti,ATTO DI NASCITA: PARTE,IRRICEVIBILE,1
9,2021,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
9,2021,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,3
9,2021,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
9,2021,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,1
9,2021,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,3
9,2021,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,3
9,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,5
9,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,3
9,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,1
9,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,4
9,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,3
9,2021,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,IN LAVORAZIONE,1
9,2021,Residenti,DIVORZIO: AUTORITA,ACCOLTA,1
9,2021,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,ACCOLTA,1
9,2021,Residenti,DIVORZIO: DATAFORMAZIONEATTO,ACCOLTA,1
9,2021,Residenti,DIVORZIO: DATASENTENZA,ACCOLTA,1
9,2021,Residenti,DIVORZIO: NUMEROATTO,ACCOLTA,1
9,2021,Residenti,DIVORZIO: NUMEROSENTENZA,ACCOLTA,2
9,2021,Residenti,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,1
9,2021,Residenti,DIVORZIO: TIPOTRIBUNALE,ACCOLTA,1
9,2021,Residenti,GENERALITÀ: COGNOME,ACCOLTA,1
9,2021,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
9,2021,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,1
9,2021,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,1
9,2021,Residenti,GENERALITÀ: LUOGONASCITA,IRRICEVIBILE,3
9,2021,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,1
9,2021,Residenti,GENERALITÀ: NOME,ACCOLTA,4
9,2021,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,1
9,2021,Residenti,GENERALITÀ: NOME,IRRICEVIBILE,1
9,2021,Residenti,LEGAME PARENTELA,ACCOLTA,27
9,2021,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,18
9,2021,Residenti,LEGAME PARENTELA,IRRICEVIBILE,12
9,2021,Residenti,LEGAME PARENTELA,RESPINTA,2
9,2021,Residenti,MATRIMONIO: CODICEFISCALE,ACCOLTA,7
9,2021,Residenti,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,1
9,2021,Residenti,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,2
9,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,4
9,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,1
9,2021,Residenti,MATRIMONIO: CONIUGENOME,ACCOLTA,4
9,2021,Residenti,MATRIMONIO: DATAEVENTO,ACCOLTA,9
9,2021,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,5
9,2021,Residenti,MATRIMONIO: DATANASCITA,ACCOLTA,6
9,2021,Residenti,MATRIMONIO: DATANASCITA,IRRICEVIBILE,2
9,2021,Residenti,MATRIMONIO: LUOGOEVENTO,ACCOLTA,2
9,2021,Residenti,MATRIMONIO: LUOGONASCITA,ACCOLTA,6
9,2021,Residenti,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,ACCOLTA,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IN LAVORAZIONE,3
9,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IRRICEVIBILE,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,ACCOLTA,8
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IN LAVORAZIONE,2
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IRRICEVIBILE,2
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,RESPINTA,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,ACCOLTA,3
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IN LAVORAZIONE,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IRRICEVIBILE,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,RESPINTA,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,ACCOLTA,2
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,2
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IRRICEVIBILE,3
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,RESPINTA,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,ACCOLTA,7
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,2
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IRRICEVIBILE,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,RESPINTA,1
9,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,ACCOLTA,2
9,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IN LAVORAZIONE,3
9,2021,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IN LAVORAZIONE,1
9,2021,Residenti,RESIDENZA: CAP,ACCOLTA,5
9,2021,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,2
9,2021,Residenti,RESIDENZA: CAP,IRRICEVIBILE,4
9,2021,Residenti,RESIDENZA: CAP,RESPINTA,1
9,2021,Residenti,RESIDENZA: CIVICO,ACCOLTA,9
9,2021,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,6
9,2021,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,8
9,2021,Residenti,RESIDENZA: COMUNE,ACCOLTA,2
9,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,2
9,2021,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,1
9,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,3
9,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,4
9,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,8
9,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,1
9,2021,Residenti,RESIDENZA: INTERNO1,ACCOLTA,3
9,2021,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,8
9,2021,Residenti,RESIDENZA: INTERNO1,RESPINTA,1
9,2021,Residenti,RESIDENZA: ISOLATO,ACCOLTA,2
9,2021,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,1
9,2021,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,1
9,2021,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,1
9,2021,Residenti,RESIDENZA: SCALA,ACCOLTA,2
9,2021,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,1
9,2021,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,1
9,2021,Residenti,RESIDENZA: SCALA,RESPINTA,1
9,2021,Residenti,RESIDENZA: SCALAESTERNA,IRRICEVIBILE,1
9,2021,Residenti,RESIDENZA: SPECIE,ACCOLTA,1
9,2021,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,3
9,2021,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,70
9,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,28
9,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,20
9,2021,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,4
9,2021,Residenti,VEDOVANZA: DATAEVENTO,ACCOLTA,1
9,2021,Residenti,VEDOVANZA: LUOGOEVENTO,ACCOLTA,1
10,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
10,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
10,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
10,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,1
10,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
10,2021,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,11
10,2021,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,2
10,2021,AIRE,MATRIMONIO: CODICEFISCALE,RESPINTA,1
10,2021,AIRE,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,3
10,2021,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,13
10,2021,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,4
10,2021,AIRE,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,1
10,2021,AIRE,MATRIMONIO: CONIUGENOME,RESPINTA,1
10,2021,AIRE,MATRIMONIO: DATAEVENTO,ACCOLTA,1
10,2021,AIRE,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,1
10,2021,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,13
10,2021,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,4
10,2021,AIRE,MATRIMONIO: DATANASCITA,RESPINTA,1
10,2021,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,3
10,2021,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,1
10,2021,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,12
10,2021,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,3
10,2021,AIRE,MATRIMONIO: LUOGONASCITA,RESPINTA,1
10,2021,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,9
10,2021,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,2
10,2021,AIRE,RESIDENZA: CAPESTERO,RESPINTA,1
10,2021,AIRE,RESIDENZA: CIVICOESTERO,ACCOLTA,2
10,2021,AIRE,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,2
10,2021,AIRE,RESIDENZA: CIVICOESTERO,RESPINTA,2
10,2021,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,1
10,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,11
10,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,2
10,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,RESPINTA,3
10,2021,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,4
10,2021,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,1
10,2021,AIRE,RESIDENZA: LOCALITAESTERA,RESPINTA,1
10,2021,AIRE,RESIDENZA: STATOESTERO,ACCOLTA,1
10,2021,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,3
10,2021,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,1
10,2021,AIRE,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,1
10,2021,AIRE,UNIONE CIVILE: CODICEFISCALE,IN LAVORAZIONE,1
10,2021,AIRE,UNIONE CIVILE: DATANASCITA,IN LAVORAZIONE,1
10,2021,AIRE,UNIONE CIVILE: LUOGONASCITA,IN LAVORAZIONE,1
10,2021,Residenti,ATTO DI NASCITA: ANNO,ACCOLTA,1
10,2021,Residenti,ATTO DI NASCITA: ANNO,IN LAVORAZIONE,1
10,2021,Residenti,ATTO DI NASCITA: ANNO,IRRICEVIBILE,1
10,2021,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,11
10,2021,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,4
10,2021,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,7
10,2021,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,6
10,2021,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,16
10,2021,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,6
10,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,20
10,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,8
10,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,1
10,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,RESPINTA,1
10,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,18
10,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,7
10,2021,Residenti,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,1
10,2021,Residenti,GENERALITÀ: CODICEFISCALE,ACCOLTA,2
10,2021,Residenti,GENERALITÀ: COGNOME,ACCOLTA,4
10,2021,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
10,2021,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,2
10,2021,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,1
10,2021,Residenti,GENERALITÀ: LUOGONASCITA,IRRICEVIBILE,1
10,2021,Residenti,GENERALITÀ: NOME,ACCOLTA,1
10,2021,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,1
10,2021,Residenti,LEGAME PARENTELA,ACCOLTA,48
10,2021,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,34
10,2021,Residenti,LEGAME PARENTELA,IRRICEVIBILE,24
10,2021,Residenti,LEGAME PARENTELA,RESPINTA,3
10,2021,Residenti,MATRIMONIO: CODICEFISCALE,ACCOLTA,13
10,2021,Residenti,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,5
10,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,7
10,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,2
10,2021,Residenti,MATRIMONIO: CONIUGENOME,ACCOLTA,9
10,2021,Residenti,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,3
10,2021,Residenti,MATRIMONIO: DATAEVENTO,ACCOLTA,5
10,2021,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,2
10,2021,Residenti,MATRIMONIO: DATANASCITA,ACCOLTA,14
10,2021,Residenti,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,6
10,2021,Residenti,MATRIMONIO: DATANASCITA,IRRICEVIBILE,1
10,2021,Residenti,MATRIMONIO: LUOGOEVENTO,ACCOLTA,7
10,2021,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,4
10,2021,Residenti,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,3
10,2021,Residenti,MATRIMONIO: LUOGONASCITA,ACCOLTA,16
10,2021,Residenti,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,6
10,2021,Residenti,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,3
10,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,ACCOLTA,1
10,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IRRICEVIBILE,3
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,ACCOLTA,12
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IN LAVORAZIONE,1
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IRRICEVIBILE,5
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,RESPINTA,5
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,ACCOLTA,12
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IN LAVORAZIONE,1
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IRRICEVIBILE,3
10,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,RESPINTA,2
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,ACCOLTA,2
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,3
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IRRICEVIBILE,3
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,RESPINTA,1
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,ACCOLTA,12
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,1
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IRRICEVIBILE,5
10,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,RESPINTA,5
10,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,ACCOLTA,3
10,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IRRICEVIBILE,3
10,2021,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,ACCOLTA,5
10,2021,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IRRICEVIBILE,1
10,2021,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,RESPINTA,1
10,2021,Residenti,RESIDENZA: CAP,ACCOLTA,16
10,2021,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,2
10,2021,Residenti,RESIDENZA: CAP,IRRICEVIBILE,7
10,2021,Residenti,RESIDENZA: CAP,RESPINTA,2
10,2021,Residenti,RESIDENZA: CAPESTERO,ACCOLTA,1
10,2021,Residenti,RESIDENZA: CIVICO,ACCOLTA,19
10,2021,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,21
10,2021,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,13
10,2021,Residenti,RESIDENZA: CIVICO,RESPINTA,4
10,2021,Residenti,RESIDENZA: COMUNE,ACCOLTA,7
10,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,1
10,2021,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,6
10,2021,Residenti,RESIDENZA: CONSOLATO,ACCOLTA,1
10,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,17
10,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,17
10,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,9
10,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,3
10,2021,Residenti,RESIDENZA: ESPONENTE1,ACCOLTA,1
10,2021,Residenti,RESIDENZA: ESPONENTE1,IRRICEVIBILE,1
10,2021,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,1
10,2021,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,1
10,2021,Residenti,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,1
10,2021,Residenti,RESIDENZA: INTERNO1,ACCOLTA,13
10,2021,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,2
10,2021,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,5
10,2021,Residenti,RESIDENZA: INTERNO1,RESPINTA,4
10,2021,Residenti,RESIDENZA: LOCALITAESTERA,ACCOLTA,1
10,2021,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,5
10,2021,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,3
10,2021,Residenti,RESIDENZA: SCALA,ACCOLTA,6
10,2021,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,1
10,2021,Residenti,RESIDENZA: SCALA,RESPINTA,2
10,2021,Residenti,RESIDENZA: SPECIE,ACCOLTA,6
10,2021,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,2
10,2021,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,5
10,2021,Residenti,RESIDENZA: STATOESTERO,ACCOLTA,1
10,2021,Residenti,RISOLUZIONE CONVIVENZA: DATAEVENTO,RESPINTA,2
10,2021,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,RESPINTA,2
10,2021,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,86
10,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,71
10,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,37
10,2021,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,13
10,2021,Residenti,VEDOVANZA: DATAEVENTO,IN LAVORAZIONE,1
11,2021,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
11,2021,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
11,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,23
11,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,6
11,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,3
11,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,23
11,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,8
11,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,3
11,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,24
11,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,8
11,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,4
11,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,24
11,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,8
11,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,4
11,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,25
11,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,8
11,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,4
11,2021,AIRE,GENERALITÀ: COGNOME,RESPINTA,1
11,2021,AIRE,GENERALITÀ: LUOGONASCITA,ACCOLTA,1
11,2021,AIRE,GENERALITÀ: LUOGONASCITA,IRRICEVIBILE,1
11,2021,AIRE,GENERALITÀ: LUOGONASCITA,RESPINTA,1
11,2021,AIRE,GENERALITÀ: NOME,ACCOLTA,1
11,2021,AIRE,GENERALITÀ: NOME,IRRICEVIBILE,1
11,2021,AIRE,LEGAME PARENTELA,ACCOLTA,14
11,2021,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,8
11,2021,AIRE,LEGAME PARENTELA,IRRICEVIBILE,4
11,2021,AIRE,LEGAME PARENTELA,RESPINTA,1
11,2021,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,110
